Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-11-11,329.1960982335001,331.70046216072143,328.4606962776144,330.3687744140625,16849800,0.0,0
2021-11-12,331.8495451391028,335.13901908513986,331.72034635049374,334.6321716308594,23831000,0.0,0
2021-11-15,335.44712318743336,335.78501140972537,331.95887691015685,333.9862365722656,16723000,0.0,0
2021-11-16,333.59860765410696,338.55768776414646,333.4296787236065,337.4048767089844,20886800,0.0,0
2021-11-17,337.4546462141094,340.69040355256476,336.5187631993567,337.63385009765625,19053400,0.62,0
2021-11-18,336.6979592643607,340.9492659452062,335.6426070184167,339.7744140625,22463500,0.0,0
2021-11-19,341.13847311338765,343.58768421827966,340.7003988820942,341.60638427734375,21963400,0.0,0
2021-11-22,343.1097457561799,348.13763306146114,338.0619570363085,338.3407287597656,31031100,0.0,0
2021-11-23,335.57292080647943,337.9624275022296,332.0982248891051,336.2001647949219,30427600,0.0,0
2021-11-24,334.80630704641067,336.67807311732935,332.44669804265203,336.4291687011719,21661300,0.0,0
2021-11-26,332.8847774272709,336.4490753532362,326.6820683418964,328.2352294921875,24217200,0.0,0
2021-11-29,333.4721888429468,337.5442615163046,333.2730531530088,335.15478515625,28563500,0.0,0
2021-11-30,333.8505177754483,336.2997286875992,327.54824103438744,329.1412353515625,42885600,0.0,0
2021-12-01,333.66137160666506,337.79317907088915,327.94653561255546,328.63348388671875,33337600,0.0,0
2021-12-02,328.8524988942557,332.02852164056213,326.36345475977345,328.0460510253906,30766000,0.0,0
2021-12-03,330.5351099061491,331.2420203482441,316.6362953466028,321.594482421875,41779300,0.0,0
2021-12-06,322.53035471776843,326.0150165451332,317.8310381237972,324.7605285644531,30032600,0.0,0
2021-12-07,330.186645891876,334.3283885010999,328.6533862319052,333.4522705078125,31021900,0.0,0
2021-12-08,333.84055103190417,334.0297208156813,329.3503057177828,333.5020446777344,24761000,0.0,0
2021-12-09,332.9444848953408,335.0153561321712,330.66451208637744,331.6402282714844,22214200,0.0,0
2021-12-10,333.51201236793077,341.4968550074743,333.32284258313786,341.03887939453125,38095700,0.0,0
2021-12-13,339.1870175649588,342.28340429124773,337.59402323008555,337.9126281738281,28899400,0.0,0
2021-12-14,331.7597114777421,333.17350189654604,322.6896189705941,326.9010925292969,44438700,0.0,0
2021-12-15,327.169902036607,333.72108320165967,323.0779280711659,333.1834411621094,35381100,0.0,0
2021-12-16,334.23879004954796,335.2842068038301,321.60439974332735,323.4761657714844,35034800,0.0,0
2021-12-17,319.4737949355292,323.4960987306489,315.8596980211075,322.3809814453125,47750300,0.0,0
2021-12-20,318.64739678572755,321.38534515186717,316.1782846139195,318.5080261230469,28326500,0.0,0
2021-12-21,321.8732422452261,326.29378709232606,318.3985159461045,325.855712890625,24740600,0.0,0
2021-12-22,326.8612864939265,332.1480141753667,324.32247345236414,331.7398376464844,24831500,0.0,0
2021-12-23,331.29176597105425,334.91582872399596,331.2718645566609,333.2232666015625,19617800,0.0,0
2021-12-27,333.98989168146744,340.9791470995996,333.9600243670241,340.94927978515625,19947000,0.0,0
2021-12-28,341.6461840238218,342.30329530638653,338.82859949679164,339.7545166015625,15661500,0.0,0
2021-12-29,339.80430125318935,342.79115428635714,338.19140547669315,340.45147705078125,15042000,0.0,0
2021-12-30,340.41165402895166,341.62630884749655,337.33519895873303,337.8330078125,15994500,0.0,0
2021-12-31,337.02656613924256,337.87281689923947,334.3782193421147,334.8461608886719,18000800,0.0,0
2022-01-03,333.88039670723805,336.51877749544906,328.3347989102357,333.28302001953125,28865100,0.0,0
2022-01-04,333.3626479630834,333.7310520199676,324.69082664586693,327.56817626953125,32674300,0.0,0
2022-01-05,324.4319665484507,324.64106814014735,314.5952892733841,314.9935302734375,40054300,0.0,0
2022-01-06,311.7776742305077,317.3033706524308,310.12494521542214,312.5044860839844,39646100,0.0,0
2022-01-07,312.7732912034417,315.1129988514608,308.7310858131792,312.6637878417969,32720000,0.0,0
2022-01-10,308.1337098764834,313.34080134555364,303.35475710683414,312.89276123046875,44289500,0.0,0
2022-01-11,312.006676032051,315.2225017197173,308.53198002258847,313.59967041015625,29386800,0.0,0
2022-01-12,318.2691026185453,321.9927028490866,315.6904262071767,316.8752136230469,34372200,0.0,0
2022-01-13,319.0656067009486,319.473813605502,302.6677819066398,303.4642639160156,45366000,0.0,0
2022-01-14,302.91666952789444,309.4578847700513,302.4188607036909,308.8406066894531,39846400,0.0,0
2022-01-18,302.7374598361016,308.44232940638517,300.417653744862,301.32366943359375,42333200,0.0,0
2022-01-19,304.9477213410056,312.5343225450573,301.3734578249897,302.00067138671875,45933900,0.0,0
2022-01-20,307.7155548676183,310.28423503981924,299.82031418266763,300.2782897949219,35380700,0.0,0
2022-01-21,301.36351383668176,302.7772739078475,294.31452374447645,294.7326965332031,57984400,0.0,0
2022-01-24,290.9194889320854,295.80794484654047,274.84023960799277,295.0711975097656,85731500,0.0,0
2022-01-25,290.24245891977085,293.6972535297701,283.9203108764112,287.2257385253906,72848600,0.0,0
2022-01-26,306.6402641372416,307.14803885136405,291.7458329000928,295.4096984863281,90428900,0.0,0
2022-01-27,301.33365012112483,305.9533003482387,296.62436756519617,298.5260009765625,53481300,0.0,0
2022-01-28,298.9143098219438,307.12815575936185,293.1596407926578,306.90911865234375,49743700,0.0,0
2022-01-31,307.59608488738877,311.01104613217336,305.0273743373899,309.6171875,46444500,0.0,0
2022-02-01,309.0496844647811,309.26872156744537,303.79282438467754,307.40692138671875,40950400,0.0,0
2022-02-02,308.27310143573675,313.73903267532455,307.526388189505,312.0863037109375,36636000,0.0,0
2022-02-03,308.1336890785526,309.8660844072885,298.6454543264204,299.9298095703125,43730000,0.0,0
2022-02-04,298.8943734701763,307.44672564566713,298.6554349511923,304.5992736816406,35096500,0.0,0
2022-02-07,304.8282592100515,306.49092361573344,298.58571730489825,299.6311340332031,28533300,0.0,0
2022-02-08,299.92981926431156,304.2209289366058,298.6355284633458,303.2253112792969,32421200,0.0,0
2022-02-09,308.512036881409,310.56300681327394,306.0429245507659,309.8461608886719,31284700,0.0,0
2022-02-10,302.7076302396891,307.76535505787785,299.3822705895208,301.0549011230469,45386200,0.0,0
2022-02-11,301.86131756099803,302.95650305213746,292.9306260302689,293.7470397949219,39175600,0.0,0
2022-02-14,292.48259367607534,295.4595111876726,290.0732159156352,293.70721435546875,36359500,0.0,0
2022-02-15,298.69528363096543,299.4817997579574,295.718365969902,299.15325927734375,27058300,0.0,0
2022-02-16,297.67666756008475,300.1708582665193,292.9975633590804,298.8040466308594,29982100,0.62,0
2022-02-17,295.6713353860891,296.11031539639447,289.3261286953082,290.054443359375,32461600,0.0,0
2022-02-18,292.36902299821514,293.17713835293847,285.644694583522,287.26092529296875,34264000,0.0,0
2022-02-22,284.33774140436225,290.86255283744407,283.8389032615476,287.0514221191406,41736100,0.0,0
2022-02-23,289.50572032860396,291.0222078894805,279.44915596454405,279.6187438964844,37811200,0.0,0
2022-02-24,271.8767773119841,294.4741393391938,270.8890570746816,293.90545654296875,56989700,0.0,0
2022-02-25,294.45420008728854,296.93840435068336,290.972289069467,296.619140625,32546700,0.0,0
2022-02-28,293.6261024463132,298.44489591104275,292.31914896007464,298.095703125,34627500,0.0,0
2022-03-01,295.71126086139856,299.27297269968506,291.47113641962864,294.2646484375,31217800,0.0,0
2022-03-02,294.67366839845477,300.7694866522016,293.0175524714455,299.4924621582031,31873000,0.0,0
2022-03-03,302.18619655740326,302.4256291323625,293.36671105531434,295.2323913574219,27314500,0.0,0
2022-03-04,293.60616094429946,294.97297257633096,286.50271070269713,289.1864318847656,32356500,0.0,0
2022-03-07,287.85954303721667,289.0168512045096,277.88277998813743,278.26190185546875,43157200,0.0,0
2022-03-08,277.15446541981714,283.3001551137576,269.37260241753205,275.2090148925781,48159500,0.0,0
2022-03-09,282.7813805820585,288.9270704104444,280.1275578984374,287.8296203613281,35204500,0.0,0
2022-03-10,282.3623257737893,285.93402385533136,279.9279932496088,284.9263610839844,30628000,0.0,0
2022-03-11,287.29087046440924,288.8372870600711,278.7806924984301,279.4192199707031,27209300,0.0,0
2022-03-14,279.68856940787066,284.73680903424435,275.17908350686685,275.7976379394531,30660700,0.0,0
2022-03-15,279.69857057282303,287.1512141188212,278.0823397586707,286.4827575683594,34245100,0.0,0
2022-03-16,288.4381726670523,293.8855070391247,282.54193268680035,293.7059326171875,37826300,0.0,0
2022-03-17,292.60848864279467,294.92307450422703,288.69758417578095,294.53399658203125,30816600,0.0,0
2022-03-18,294.6836331006381,300.30055533603064,292.0497835970654,299.73187255859375,43390600,0.0,0
2022-03-21,298.19548211143416,299.4425774788646,294.2147329948644,298.46484375,28351200,0.0,0
2022-03-22,299.103343791432,304.2912727514338,298.07573841607245,303.35345458984375,27599700,0.0,0
2022-03-23,299.8117167016214,302.5253974740041,297.0281912805627,298.7940673828125,25715400,0.0,0
2022-03-24,298.4449056156676,303.4931453022398,297.62680373528815,303.39337158203125,24484500,0.0,0
2022-03-25,304.5207512663328,304.7901129094142,298.5945515452251,302.9743347167969,22566500,0.0,0
2022-03-28,303.62283385999854,310.07780114019806,303.62283385999854,309.9780578613281,29578200,0.0,0
2022-03-29,313.18057901748426,315.08614445294836,308.331856242883,314.6770935058594,30393400,0.0,0
2022-03-30,313.0309329945165,315.2158465786465,310.8559754698889,313.13067626953125,28163600,0.0,0
2022-03-31,313.17057356351665,314.4077128361217,307.17455991326995,307.59356689453125,33422100,0.0,0
2022-04-01,308.6511172032791,309.40936094684804,304.8300303071321,308.7010192871094,27110500,0.0,0
2022-04-04,309.3694330419252,314.3777569910283,308.9903111852473,314.23809814453125,24289600,0.0,0
2022-04-05,312.5420538947465,314.13834211696457,309.14996045169903,310.1576232910156,23156700,0.0,0
2022-04-06,304.48082711443755,306.28661875016303,296.0205212774125,298.8040466308594,40110400,0.0,0
2022-04-07,295.97066130098887,302.94440904796113,295.66138407694086,300.6697082519531,31411200,0.0,0
2022-04-08,299.74187578978837,300.4202883796756,295.59153864812816,296.2799377441406,24361900,0.0,0
2022-04-11,291.11199337646906,291.93006485154797,284.3377623724244,284.59716796875,34569300,0.0,0
2022-04-12,288.56787997831515,290.0643944112493,279.838212452866,281.4045715332031,30966700,0.0,0
2022-04-13,282.0730387519346,287.90942090462306,280.64633846557507,286.95166015625,21907200,0.0,0
2022-04-14,287.4205646017703,287.64005460791896,278.670954320598,279.17974853515625,28221600,0.0,0
2022-04-18,278.26188938043026,281.8036279254043,277.69320660492843,279.8681335449219,20778000,0.0,0
2022-04-19,278.7308274191764,285.5050584551563,277.76308012832214,284.6370544433594,22297700,0.0,0
2022-04-20,288.7275246552421,289.0268458231148,284.70689025147556,285.694580078125,22906700,0.0,0
2022-04-21,287.90940435358976,292.6184375618249,279.4092135012656,280.157470703125,29454600,0.0,0
2022-04-22,281.02546751493503,282.5419550557915,272.7447659722733,273.39324951171875,29405800,0.0,0
2022-04-25,272.65496049673385,280.45676590722877,270.140796772263,280.06768798828125,35678900,0.0,0
2022-04-26,276.8551845945297,277.71317163328797,269.37261203792076,269.59210205078125,46518400,0.0,0
2022-04-27,281.44449703723234,290.29388115799514,278.5113262094863,282.5618896484375,63477700,0.0,0
2022-04-28,284.52731538530986,290.3038698691337,280.8059717084196,288.9570007324219,33646600,0.0,0
2022-04-29,287.93934883367376,289.20641724916436,275.85750318212183,276.8751220703125,37073900,0.0,0
2022-05-02,277.06468865767636,284.27789957753845,275.57816064970996,283.8089904785156,35151100,0.0,0
2022-05-03,283.3001713031586,283.46978968127655,279.4990267986696,281.125244140625,25978600,0.0,0
2022-05-04,281.9333404300284,290.2040854371117,276.0869719582244,289.3061828613281,33599300,0.0,0
2022-05-05,284.87650745747374,285.68462284808794,273.7025203959787,276.7055358886719,43260400,0.0,0
2022-05-06,274.1714144749346,278.6010995680796,270.63963193922956,274.09161376953125,37780300,0.0,0
2022-05-09,269.4324564740149,271.72709976262473,262.70812802154006,263.9651794433594,47726000,0.0,0
2022-05-10,271.05869296325824,273.11390383124126,264.45408032472363,268.873779296875,39336400,0.0,0
2022-05-11,265.0626338859459,270.7294280014243,258.697454177035,259.9445495605469,48975900,0.0,0
2022-05-12,257.0912117528506,259.27612531592473,249.4390362523879,254.75665283203125,51033800,0.0,0
2022-05-13,256.7520157359361,262.42879662470676,254.75666302836584,260.51324462890625,34925100,0.0,0
2022-05-16,259.3559344039115,265.2023336242521,255.1856545844644,260.8923645019531,32550900,0.0,0
2022-05-17,265.4916400737576,267.70648279854885,261.85012746927333,266.20001220703125,28828800,0.0,0
2022-05-18,263.0,263.6000061035156,252.77000427246094,254.0800018310547,31356000,0.62,0
2022-05-19,253.89999389648438,257.6700134277344,251.8800048828125,253.13999938964844,32692300,0.0,0
2022-05-20,257.239990234375,258.5400085449219,246.44000244140625,252.55999755859375,39199300,0.0,0
2022-05-23,255.49000549316406,261.5,253.42999267578125,260.6499938964844,33175400,0.0,0
2022-05-24,257.8900146484375,261.3299865722656,253.5,259.6199951171875,29043900,0.0,0
2022-05-25,258.1400146484375,264.5799865722656,257.1300048828125,262.5199890136719,28547900,0.0,0
2022-05-26,262.2699890136719,267.1099853515625,261.42999267578125,265.8999938964844,25002100,0.0,0
2022-05-27,268.4800109863281,273.3399963378906,267.55999755859375,273.239990234375,26910800,0.0,0
2022-05-31,272.5299987792969,274.7699890136719,268.92999267578125,271.8699951171875,37827700,0.0,0
2022-06-01,275.20001220703125,277.69000244140625,270.0400085449219,272.4200134277344,25292200,0.0,0
2022-06-02,264.45001220703125,274.6499938964844,261.6000061035156,274.5799865722656,44008200,0.0,0
2022-06-03,270.30999755859375,273.45001220703125,268.4100036621094,270.0199890136719,28048000,0.0,0
2022-06-06,272.05999755859375,274.17999267578125,267.2200012207031,268.75,22400300,0.0,0
2022-06-07,266.6400146484375,273.1300048828125,265.94000244140625,272.5,22860700,0.0,0
2022-06-08,271.7099914550781,273.0,269.6099853515625,270.4100036621094,17372300,0.0,0
2022-06-09,267.7799987792969,272.7099914550781,264.6300048828125,264.7900085449219,26439700,0.0,0
2022-06-10,260.5799865722656,260.5799865722656,252.52999877929688,252.99000549316406,31422800,0.0,0
2022-06-13,245.11000061035156,249.02000427246094,241.52999877929688,242.25999450683594,46135800,0.0,0
2022-06-14,243.86000061035156,245.74000549316406,241.50999450683594,244.49000549316406,28616700,0.0,0
2022-06-15,248.30999755859375,251.7100067138672,247.05999755859375,250.0399932861328,14715925,0.0,0
