Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-06-15,257.6660090212932,257.8842283650042,255.59294039124043,256.2674255371094,18038900,0.0,0
2021-06-16,257.29897718342494,258.4694124791313,252.35931705534892,255.29534912109375,27220000,0.0,0
2021-06-17,253.99599856744564,259.62998681392617,253.93648695198598,258.786865234375,27565500,0.0,0
2021-06-18,257.52715809766926,260.17551575314224,256.6542807247898,257.3287658691406,37202200,0.0,0
2021-06-21,257.71560009815187,261.38561385602117,255.83099516622963,260.5028381347656,26696100,0.0,0
2021-06-22,260.5921467444066,263.63728908386304,260.2747312632684,263.35955810546875,24694100,0.0,0
2021-06-23,263.8356296002151,264.6688224676383,262.2882670935143,263.1214599609375,19518700,0.0,0
2021-06-24,264.00426216481713,265.68057656766257,263.31984834257116,264.52996826171875,21446900,0.0,0
2021-06-25,264.0737262439393,265.08545402988767,262.6156310483749,262.8735046386719,25611100,0.0,0
2021-06-28,264.0340108757463,266.72205290121934,263.7562799314583,266.54351806640625,19590000,0.0,0
2021-06-29,266.69230547463434,269.4497878904175,265.8095296944984,269.2018127441406,19937800,0.0,0
2021-06-30,268.4975809277941,269.1621373909714,267.4164128857378,268.70587158203125,21656500,0.0,0
2021-07-01,267.42633504658204,269.6382845202253,267.41643662339044,269.4002380371094,16725300,0.0,0
2021-07-02,270.6103476889561,275.7483858877219,270.29293221008714,275.4012145996094,26458000,0.0,0
2021-07-06,275.77810064442974,277.10724371012935,272.0783008037335,275.4111022949219,31565600,0.0,0
2021-07-07,277.13701363446194,278.41657384746264,274.9052373484948,277.6627197265625,23260000,0.0,0
2021-07-08,274.6572575240795,276.47245249048524,272.6437006089885,275.1730651855469,24618600,0.0,0
2021-07-09,273.4868526035856,275.79796783438627,273.0900983916103,275.6888732910156,23916700,0.0,0
2021-07-12,276.8990072575392,277.50405216394967,274.33988646117353,275.07391357421875,18931700,0.0,0
2021-07-13,275.2722259819598,280.5590727927346,275.14330433935737,278.7042236328125,26120100,0.0,0
2021-07-14,280.0631550562511,281.3625424883209,278.27771572098163,280.22186279296875,23113700,0.0,0
2021-07-15,279.71595945656713,280.22183843147496,277.56352191056584,278.7538146972656,22604200,0.0,0
2021-07-16,279.7854208462902,281.79897793508127,277.1965444347558,278.4761047363281,26186800,0.0,0
2021-07-19,276.6708200918344,278.09915934132204,272.2271248893425,274.7663879394531,32935600,0.0,0
2021-07-20,275.7781179943458,278.6943081312001,274.02246485905744,277.05767822265625,26259700,0.0,0
2021-07-21,276.641067624616,279.23984231895696,275.04412220954526,279.1208190917969,24364300,0.0,0
2021-07-22,281.54105921622556,284.100179684244,281.1244779207645,283.82244873046875,23384100,0.0,0
2021-07-23,285.04243278175693,287.6412071658916,284.17948421744967,287.3238220214844,22768100,0.0,0
2021-07-26,286.659248869514,287.3436626465785,284.3183781836248,286.7088317871094,23176100,0.0,0
2021-07-27,287.08578477081835,287.23456380745154,280.6582882250316,284.2192077636719,33604100,0.0,0
2021-07-28,286.6493174191093,287.7999256380225,281.53110717790275,283.9017639160156,33566900,0.0,0
2021-07-29,283.9216310577711,286.28235943712957,283.76292332205566,284.1795349121094,18168300,0.0,0
2021-07-30,282.8602903015297,284.33821241955263,281.6104859346418,282.6023864746094,20944800,0.0,0
2021-08-02,284.0406582969608,284.44734119976494,281.4418834125889,282.5131530761719,16267400,0.0,0
2021-08-03,283.10828177588434,284.90361943520986,281.69976960886225,284.79449462890625,17879000,0.0,0
2021-08-04,283.9017934727235,285.26069246356826,282.34450225194917,284.189453125,16191300,0.0,0
2021-08-05,284.55644700284927,287.2841736339803,283.7827657510174,287.175048828125,13900200,0.0,0
2021-08-06,286.17325214187343,287.15522405054287,285.2904460770018,287.11553955078125,16589300,0.0,0
2021-08-09,287.40320212845114,289.18861112065593,285.47891252086816,285.99468994140625,16117600,0.0,0
2021-08-10,286.4608658784204,286.9072332327516,282.89004812538053,284.1199951171875,18616600,0.0,0
2021-08-11,284.88378912325095,286.3220572340546,283.5447171356763,284.62591552734375,13955900,0.0,0
2021-08-12,284.30850109145945,287.62144578078073,284.0208414141547,287.4627380371094,14561300,0.0,0
2021-08-13,287.13538829666396,290.52767129931334,286.9568231883115,290.47808837890625,18249000,0.0,0
2021-08-16,290.8153447183214,292.4321475695114,287.6710064391452,292.21392822265625,22507600,0.0,0
2021-08-17,290.0218237272389,291.05337853080886,288.7224061248899,290.7062072753906,20075300,0.0,0
2021-08-18,290.22921255662453,292.99197393525805,288.4701680430866,288.9273376464844,21813000,0.56,0
2021-08-19,286.8999838835252,295.62554239602997,286.85030603920836,294.92987060546875,29850500,0.0,0
2021-08-20,297.86159481314576,303.94364305293544,296.21188396242593,302.4728088378906,40817600,0.0,0
2021-08-23,301.3697035873106,303.50636648359426,299.978390328918,302.7610168457031,22830200,0.0,0
2021-08-24,303.1287039752829,303.75480249506387,300.12744048860395,300.74359130859375,18175800,0.0,0
2021-08-25,302.413199854514,302.7014102244554,298.55728296258724,300.1374206542969,20006100,0.0,0
2021-08-26,299.1237172321354,300.5547910122348,297.09638798395747,297.2355041503906,17666100,0.0,0
2021-08-27,297.13608774916537,299.00443556706506,294.98947729849465,297.861572265625,22605700,0.0,0
2021-08-30,299.2529249063692,302.33370967240114,299.193299357792,301.7076110839844,16348100,0.0,0
2021-08-31,302.532468545667,302.6119591641896,299.6305605517345,300.0082092285156,26285300,0.0,0
2021-09-01,300.99205608758024,303.29767825521907,299.6206078959959,299.95849609375,18983800,0.0,0
2021-09-02,300.3262225209381,301.4790032577044,298.31872811083457,299.28271484375,16285600,0.0,0
2021-09-03,299.1237024428558,300.72373541203893,298.39824821644305,299.2727966308594,14747900,0.0,0
2021-09-07,299.14359615192546,299.22308676717125,296.3510219929785,298.3187255859375,17180400,0.0,0
2021-09-08,297.92118427704355,298.7460244383295,295.625510078846,298.3485107421875,15046800,0.0,0
2021-09-09,298.954762236769,300.26658480892024,295.15844100297653,295.4068908691406,19927000,0.0,0
2021-09-10,296.5696219431845,298.060321001217,293.54846336030056,293.87640380859375,19633400,0.0,0
2021-09-13,295.7050238189608,296.68890592969126,292.25653840233974,295.14849853515625,23652900,0.0,0
2021-09-14,297.70256754687483,299.5212375653728,296.25162880900734,297.93115234375,21853400,0.0,0
2021-09-15,301.37966777044653,303.4268924615515,299.94859396115976,302.92999267578125,28356300,0.0,0
2021-09-16,301.87654535505754,303.4169224463177,298.89514685969954,303.3274841308594,19550800,0.0,0
2021-09-17,302.2839757183058,302.61191617461185,297.6727319618462,298.0106201171875,41372500,0.0,0
2021-09-20,294.4925703113343,296.8677654950605,287.7247986523054,292.47515869140625,38278700,0.0,0
2021-09-21,293.8565725163904,295.69510763162896,292.2466222011972,292.9720764160156,22364100,0.0,0
2021-09-22,294.89010257724203,298.35845272756046,292.68386672830087,296.7286071777344,26626300,0.0,0
2021-09-23,296.99698653079383,299.0342633736986,295.68516391247425,297.70257568359375,18604600,0.0,0
2021-09-24,296.3808154557479,297.94105751408347,295.0888579974324,297.4938659667969,14999000,0.0,0
2021-09-27,294.30379450240474,294.63173498848835,291.1236240141263,292.34600830078125,23571700,0.0,0
2021-09-28,288.0031147795714,288.9770493153531,280.9968396620462,281.7620544433594,43186200,0.0,0
2021-09-29,283.3322296516321,284.99185775154484,281.2551924376683,282.2390441894531,26353700,0.0,0
2021-09-30,283.9384447966946,286.0452948703836,279.87380850767136,280.1719665527344,32343600,0.0,0
2021-10-01,280.3707028333011,288.1819824719402,279.5458626141183,287.30743408203125,30086300,0.0,0
2021-10-04,285.6179614382973,285.96579731825597,278.5123012977975,281.35455322265625,31350700,0.0,0
2021-10-05,282.2886961167762,288.59932811934294,282.2886961167762,286.9695129394531,24993000,0.0,0
2021-10-06,284.0080048980865,291.8093366267602,283.73968996546387,291.29254150390625,28002600,0.0,0
2021-10-07,293.34976059405653,294.8007298560932,292.09759371303755,293.0218200683594,20430500,0.0,0
2021-10-08,294.3833206768488,294.8007298560932,291.9385821365805,293.0218200683594,17685700,0.0,0
2021-10-11,291.10376472149034,296.1224400968192,290.9348054609484,292.4056396484375,19298600,0.0,0
2021-10-12,293.5087335801637,293.6081195934268,290.53728285222223,291.0639953613281,17974100,0.0,0
2021-10-13,293.0814344720956,295.43673459759765,291.67022573993313,294.4727478027344,23416300,0.0,0
2021-10-14,297.3547138036448,301.389536993232,295.9832657614829,300.8727722167969,27262900,0.0,0
2021-10-15,300.46533029891225,302.5622629665595,298.6566079715934,302.32373046875,25384800,0.0,0
2021-10-18,301.6877083624671,306.2989220710142,300.8131599879963,305.3846435546875,22729300,0.0,0
2021-10-19,306.4380682208156,307.3821595066884,305.31506998337466,306.3188171386719,17682100,0.0,0
2021-10-20,307.292702512527,307.7796848394767,304.21191832158974,305.5038757324219,16537100,0.0,0
2021-10-21,305.26542362598144,309.09152766223167,304.4604180817807,308.8331604003906,16918100,0.0,0
2021-10-22,308.4753436066821,309.16106765432244,305.89145896772516,307.2430419921875,17449300,0.0,0
2021-10-25,307.4418059075588,307.48156638042195,304.55979335624954,306.2194519042969,17554500,0.0,0
2021-10-26,309.0716298597752,310.4629430282002,306.6865172384249,308.1871337890625,28107300,0.0,0
2021-10-27,314.0406429494501,324.0780239954673,314.0406429494501,321.16619873046875,52588700,0.0,0
2021-10-28,322.3189717877673,322.8556319985463,319.36738612101254,322.3388671875,26297900,0.0,0
2021-10-29,322.12023326964584,329.94143039669353,321.8916484689348,329.56378173828125,34766000,0.0,0
2021-11-01,329.30541022388223,329.43460902023133,324.34636008570516,327.3277587890625,27073200,0.0,0
2021-11-02,328.26190082056087,331.382445716928,327.9538254108371,331.0644226074219,26487100,0.0,0
2021-11-03,331.8296606111073,332.82346015191825,328.59981210347166,331.9290466308594,21500100,0.0,0
2021-11-04,330.82593619499374,334.45329837101366,327.46688897069953,334.3539123535156,23992200,0.0,0
2021-11-05,336.4110474888965,336.68931011015275,332.3464115473827,333.9762268066406,22570100,0.0,0
2021-11-08,335.20855759497385,335.55639348395977,332.366305596351,334.9004821777344,20897000,0.0,0
2021-11-09,335.0197546760933,336.6197877363469,332.45576515912114,333.8669738769531,21307400,0.0,0
2021-11-10,332.49551447027085,332.5551400155226,327.87435274313214,328.7488708496094,25500900,0.0,0
